timestamp,insertTime,speed,latitude,longitude,numberOfSatellites,type,digitalInput1,digitalInput2,digitalInput3,digitalInput4,digitalInput5,digitalOutput1,digitalOutput2,analogInput1,powerSupplyVoltage,internalBatteryVoltage,canSpeed,fuelConsp,coolantTemp,enginerpm,accelPedal,driverSeatBelt,parkBrake,breakPedal,fuelLevel,driverDoor,headLights,canAc,passDoor,blinker,power,unplugged,dtcStr,dtcCount,version,canOdometer,gpsOdometer,deviceOdometer,throttlePosition,throtPosB,throtPosC,calibStartStatus,calibStep,offRoadStep,greenDriveType,greenDriveValue
1528810635,1528810653,34,28.54371,77.2042653,17,0,1,,,,,,,,13429,3819,34,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528810646,1528810653,34,28.5438983,77.2032148,15,0,1,,,,,,,,13394,3819,34,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528810676,1528810679,34,28.543992,77.2028428,14,0,1,,,,,,,,13331,3819,34,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528810686,1528810689,34,28.5440073,77.2028055,15,0,1,,,,,,,,13328,3819,34,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528810716,1528810720,34,28.5442531,77.2021833,15,0,1,,,,,,,,13347,3819,34,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528810740,1528810743,34,28.5443706,77.2014876,14,0,1,,,,,,,,13354,3819,34,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528810746,1528810751,34,28.5442433,77.2013463,15,0,1,,,,,,,,13329,3819,34,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528810748,1528810751,0,28.5442363,77.2013453,16,0,1,,,,,,,,13325,3819,0,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528810760,1528810763,0,28.5441946,77.2013056,16,0,1,,,,,,,,13325,3819,0,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528810766,1528810776,0,28.5440716,77.2012376,16,0,1,,,,,,,,13336,3819,0,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528810768,1528810776,0,28.5440298,77.2012161,16,0,1,,,,,,,,13331,3819,0,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528810770,1528810776,0,28.5440035,77.2011756,15,0,1,,,,,,,,13329,3819,0,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528810779,1528810789,0,28.5438678,77.2011275,15,0,1,,,,,,,,13317,3819,0,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528810799,1528810804,0,28.5437758,77.2010903,14,0,1,,,,,,,,13311,3819,0,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528810829,1528810832,0,28.5437151,77.2010296,15,0,1,,,,,,,,13304,3819,0,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528810838,1528810843,0,28.543664,77.2009905,16,0,1,,,,,,,,13334,3819,0,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528810843,1528810852,0,28.5435508,77.2009131,16,0,1,,,,,,,,13346,3819,0,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528810865,1528810868,17,28.5426688,77.2004951,15,0,1,,,,,,,,13344,3819,0,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528810869,1528810886,0,28.5425078,77.2003961,15,0,1,,,,,,,,13347,3819,0,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528810871,1528810886,16,28.5424416,77.2003505,15,0,1,,,,,,,,13352,3819,0,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528810879,1528810886,0,28.5422186,77.2002425,16,0,1,,,,,,,,13316,3819,0,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528810909,1528810913,0,28.5422075,77.2002203,15,0,1,,,,,,,,13304,3819,0,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528810926,1528810944,19,28.5420601,77.2001945,14,0,1,,,,,,,,13300,3819,0,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528810927,1528810944,37,28.5421036,77.2001693,12,0,1,,,,,,,,13300,3819,0,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,1,50
1528810928,1528810944,0,28.542147,77.2001496,12,0,1,,,,,,,,13301,3819,0,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,2,90
1528810929,1528810944,0,28.5421441,77.200165,12,0,1,,,,,,,,13300,3819,0,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528810955,1528810959,0,28.5420676,77.2002323,14,0,1,,,,,,,,13334,3819,0,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528810973,1528810978,0,28.541189,77.1999675,15,0,1,,,,,,,,13316,3819,0,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811000,1528811004,0,28.5408481,77.1997968,14,0,1,,,,,,,,13339,3819,0,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811002,1528811010,0,28.5407975,77.1997318,14,0,1,,,,,,,,13337,3819,0,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811009,1528811027,0,28.540642,77.1995918,14,0,1,,,,,,,,13311,3819,0,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811015,1528811027,0,28.540579,77.1995086,15,0,1,,,,,,,,13315,3819,0,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811019,1528811027,0,28.5405033,77.1994905,15,0,1,,,,,,,,13304,3819,0,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811049,1528811052,0,28.5404126,77.1994291,13,0,1,,,,,,,,13299,3819,0,,83,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811079,1528811082,0,28.5404126,77.1994291,15,0,1,,,,,,,,13298,3819,0,,85,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811088,1528811091,0,28.5403511,77.1993401,15,0,1,,,,,,,,13338,3819,0,,85,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811089,1528811091,0,28.5403451,77.1993295,15,0,1,,,,,,,,13339,3819,0,,85,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811094,1528811108,12,28.5400303,77.1992523,15,0,1,,,,,,,,13356,3819,0,,85,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811110,1528811114,0,28.5394431,77.1990283,15,0,1,,,,,,,,13314,3819,0,,85,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811140,1528811144,0,28.5392798,77.1990321,15,0,1,,,,,,,,13297,3819,0,,85,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811147,1528811157,0,28.539192,77.1989618,15,0,1,,,,,,,,13325,3819,0,,85,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811177,1528811180,0,28.5388821,77.1987601,13,0,1,,,,,,,,13301,3819,0,,85,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811189,1528811193,0,28.53876,77.1987165,14,0,1,,,,,,,,13331,3819,0,,85,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811190,1528811193,0,28.5387276,77.198696,14,0,1,,,,,,,,13336,3819,0,,85,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811194,1528811202,0,28.5385888,77.1986228,15,0,1,,,,,,,,13318,3819,0,,85,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811202,1528811212,0,28.5384593,77.1985696,14,0,1,,,,,,,,13325,3819,0,,85,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811213,1528811220,0,28.5382856,77.198433,14,0,1,,,,,,,,13290,3819,0,,85,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811230,1528811234,0,28.538136,77.198425,12,0,1,,,,,,,,13303,3819,0,,85,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811240,1528811246,0,28.5380053,77.1983434,13,0,1,,,,,,,,13323,3819,0,,85,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811247,1528811255,18,28.5377493,77.1981933,13,0,1,,,,,,,,13352,3819,0,,85,1316,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811259,1528811263,23,28.53691,77.1977933,13,0,1,,,,,,,,13326,3819,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811284,1528811287,36,28.5360518,77.1972768,15,0,1,,,,,,,,13372,3819,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811293,1528811299,40,28.5352026,77.1969068,15,0,1,,,,,,,,13379,3819,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811302,1528811335,48,28.5342808,77.1965483,15,0,1,,,,,,,,13388,3819,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811311,1528811335,47,28.5333631,77.1961918,15,0,1,,,,,,,,13381,3819,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811319,1528811335,44,28.5326398,77.1955481,16,0,1,,,,,,,,13376,3819,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811332,1528811335,0,28.532081,77.1950913,15,0,1,,,,,,,,13315,3819,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811362,1528811364,0,28.5320936,77.1951186,13,0,1,,,,,,,,13302,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811392,1528811396,0,28.532098,77.1951173,13,0,1,,,,,,,,13298,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811411,1528811420,0,28.5320965,77.1951696,14,0,1,,,,,,,,13295,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811440,1528811444,0,28.5320663,77.1950936,15,0,1,,,,,,,,13314,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811456,1528811479,32,28.5313625,77.1944055,15,0,1,,,,,,,,13378,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811467,1528811479,30,28.530792,77.1935726,15,0,1,,,,,,,,13386,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811476,1528811500,43,28.530233,77.1927563,15,0,1,,,,,,,,13377,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811485,1528811500,44,28.5296866,77.1918645,15,0,1,,,,,,,,13387,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811494,1528811500,36,28.5291296,77.1909871,14,0,1,,,,,,,,13366,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811509,1528811518,0,28.5286588,77.1903678,15,0,1,,,,,,,,13340,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811511,1528811518,0,28.5285995,77.1903413,16,0,1,,,,,,,,13329,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811513,1528811518,0,28.528565,77.1902829,16,0,1,,,,,,,,13320,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811515,1528811525,0,28.5285415,77.1902241,16,0,1,,,,,,,,13314,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811523,1528811525,0,28.528413,77.1900753,16,0,1,,,,,,,,13336,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811524,1528811531,0,28.5284025,77.1900498,16,0,1,,,,,,,,13333,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811530,1528811544,15,28.5282718,77.1899186,16,0,1,,,,,,,,13349,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811531,1528811544,14,28.528241,77.1898938,16,0,1,,,,,,,,13350,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811545,1528811556,19,28.5276755,77.1893716,16,0,1,,,,,,,,13347,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811548,1528811556,24,28.5275211,77.189401,16,0,1,,,,,,,,13357,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811559,1528811573,36,28.5268215,77.190084,15,0,1,,,,,,,,13368,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811563,1528811573,31,28.5264875,77.1901735,14,0,1,,,,,,,,13377,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811574,1528811593,31,28.525562,77.1900861,16,0,1,,,,,,,,13352,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811604,1528811607,15,28.524963,77.1900968,14,0,1,,,,,,,,13344,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811610,1528811624,0,28.5246758,77.190144,15,0,1,,,,,,,,13352,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811612,1528811624,24,28.524584,77.1901546,14,0,1,,,,,,,,13350,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811626,1528811631,29,28.5236206,77.1901623,15,0,1,,,,,,,,13375,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811637,1528811646,40,28.52268,77.1898985,16,0,1,,,,,,,,13395,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811646,1528811664,37,28.521794,77.1896535,15,0,1,,,,,,,,13379,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811656,1528811664,38,28.5208755,77.1895856,16,0,1,,,,,,,,13391,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811665,1528811679,43,28.5198935,77.1895103,16,0,1,,,,,,,,13379,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811674,1528811679,41,28.5189623,77.189431,15,0,1,,,,,,,,13391,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811684,1528811691,37,28.5179916,77.1892791,14,0,1,,,,,,,,13376,3820,0,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811693,1528811758,39,28.5171751,77.1888081,14,0,1,,,,,,,,13367,3820,39,,85,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811702,1528811758,39,28.5163535,77.188324,14,0,1,,,,,,,,13385,3820,39,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811713,1528811758,38,28.5155406,77.1876845,14,0,1,,,,,,,,13352,3820,38,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811724,1528811758,38,28.5147995,77.187015,15,0,1,,,,,,,,13374,3820,38,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811754,1528811809,38,28.514155,77.1864575,14,0,1,,,,,,,,13309,3820,38,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811760,1528811809,38,28.514135,77.1864471,15,0,1,,,,,,,,13326,3820,38,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811763,1528811809,38,28.5140886,77.1864318,15,0,1,,,,,,,,13343,3820,38,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811764,1528811809,38,28.5140078,77.1864228,16,0,1,,,,,,,,13343,3820,38,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,2,56
1528811778,1528811809,38,28.5133011,77.1857283,16,0,1,,,,,,,,13398,3820,38,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811787,1528811809,38,28.5125615,77.1850576,16,0,1,,,,,,,,13399,3820,38,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811796,1528811809,38,28.511808,77.1843908,16,0,1,,,,,,,,13398,3820,38,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811802,1528811809,38,28.5115256,77.1838825,16,0,1,,,,,,,,13350,3820,38,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811832,1528811835,38,28.5115238,77.1837456,13,0,1,,,,,,,,13310,3820,38,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811837,1528811878,38,28.5115305,77.1837506,15,0,1,,,,,,,,13335,3820,38,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811843,1528811878,38,28.5114383,77.1835198,15,0,1,,,,,,,,13316,3820,38,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811849,1528811878,38,28.511228,77.1834285,14,0,1,,,,,,,,13348,3820,38,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811853,1528811878,28,28.5112456,77.1831738,15,0,1,,,,,,,,13379,3820,28,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,1,28
1528811862,1528811975,28,28.511122,77.1821318,15,0,1,,,,,,,,13399,3820,28,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811870,1528811975,28,28.5107976,77.1812286,16,0,1,,,,,,,,13399,3820,28,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811879,1528811975,28,28.5100848,77.1805119,15,0,1,,,,,,,,13402,3820,28,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811890,1528811975,28,28.5094098,77.1797713,16,0,1,,,,,,,,13387,3820,28,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811901,1528811975,28,28.5092676,77.1787055,13,0,1,,,,,,,,13382,3820,28,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811913,1528811975,28,28.5090743,77.1777138,15,0,1,,,,,,,,13386,3820,28,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811922,1528811975,28,28.50826,77.177272,16,0,1,,,,,,,,13398,3820,28,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811932,1528811975,28,28.5075183,77.176612,16,0,1,,,,,,,,13348,3820,28,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811948,1528811975,28,28.5068648,77.1758016,16,0,1,,,,,,,,13343,3820,28,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528811978,1528811996,28,28.5064556,77.1754278,16,0,1,,,,,,,,13312,3820,28,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812008,1528812011,28,28.5064556,77.1754278,16,0,1,,,,,,,,13299,3820,28,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812038,1528812041,28,28.5064556,77.1754278,17,0,1,,,,,,,,13301,3820,28,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812068,1528812071,28,28.5064715,77.1754136,17,0,1,,,,,,,,13302,3820,28,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812091,1528812094,28,28.5064563,77.1754048,18,0,1,,,,,,,,13300,3820,28,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812092,1528812094,28,28.506444,77.1753868,18,0,1,,,,,,,,13305,3820,28,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812095,1528812101,28,28.5064078,77.1753261,18,0,1,,,,,,,,13331,3820,28,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812125,1528812127,28,28.5057135,77.1746383,16,0,1,,,,,,,,13321,3820,28,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812142,1528812146,28,28.5050591,77.1739321,14,0,1,,,,,,,,13371,3820,28,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812172,1528812178,28,28.504578,77.1734283,13,0,1,,,,,,,,13299,3820,28,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812184,1528812189,28,28.5045701,77.1734078,14,0,1,,,,,,,,13331,3820,28,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812201,1528812204,28,28.5039783,77.1725636,17,0,1,,,,,,,,13357,3820,28,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812212,1528812233,28,28.5035166,77.1715725,13,0,1,,,,,,,,13301,3820,28,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812221,1528812233,28,28.5031485,77.1705441,12,0,1,,,,,,,,13319,3820,28,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812230,1528812245,42,28.5027475,77.1695248,12,0,1,,,,,,,,13293,3820,42,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812244,1528812258,42,28.5022703,77.1685956,11,0,1,,,,,,,,13287,3820,42,,83,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812263,1528812272,42,28.5018788,77.1676291,12,0,1,,,,,,,,13292,3820,42,,84,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812282,1528812287,42,28.5014751,77.1665788,11,0,1,,,,,,,,13327,3820,42,,84,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812289,1528812303,42,28.5010556,77.165667,13,0,1,,,,,,,,13340,3820,42,,84,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812296,1528812303,42,28.5006328,77.1647606,13,0,1,,,,,,,,13341,3820,42,,84,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812304,1528812314,42,28.5001576,77.1637778,12,0,1,,,,,,,,13340,3820,42,,84,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812312,1528812314,42,28.4997353,77.1627955,11,0,1,,,,,,,,13329,3820,42,,84,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812321,1528812324,42,28.4993541,77.1618248,10,0,1,,,,,,,,13315,3820,42,,84,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812331,1528812336,42,28.4990851,77.1608191,7,0,1,,,,,,,,13274,3820,42,,84,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812335,1528812372,42,28.4989923,77.1605821,7,0,1,,,,,,,,13262,3820,42,,84,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812352,1528812372,42,28.4989416,77.1606261,9,0,1,,,,,,,,13298,3820,42,,84,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812363,1528812372,42,28.4985485,77.1597388,8,0,1,,,,,,,,13328,3820,42,,84,808,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812372,1528812388,42,28.4980608,77.1587805,10,0,1,,,,,,,,13318,3820,42,,84,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812381,1528812388,42,28.4976585,77.1577851,7,0,1,,,,,,,,13331,3820,42,,84,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812389,1528812413,42,28.4972643,77.1568593,10,0,1,,,,,,,,13293,3820,42,,84,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812401,1528812413,42,28.4967945,77.1558825,13,0,1,,,,,,,,13341,3820,42,,84,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812408,1528812413,42,28.4963243,77.1548068,12,0,1,,,,,,,,13347,3820,42,,84,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812414,1528812422,42,28.4958793,77.153814,12,0,1,,,,,,,,13326,3820,42,,84,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812421,1528812438,42,28.4953851,77.1527548,12,0,1,,,,,,,,13343,3820,42,,84,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812426,1528812438,42,28.4950006,77.151801,12,0,1,,,,,,,,13345,3820,42,,84,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812432,1528812438,42,28.4944718,77.1507391,11,0,1,,,,,,,,13342,3820,42,,84,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812438,1528812452,42,28.4940043,77.1496783,11,0,1,,,,,,,,13331,3820,42,,84,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812444,1528812452,42,28.493557,77.1487381,7,0,1,,,,,,,,13318,3820,42,,84,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812452,1528812459,42,28.4931175,77.1477141,9,0,1,,,,,,,,13278,3820,42,,84,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812482,1528812486,42,28.4927348,77.1468515,12,0,1,,,,,,,,13313,3820,42,,83,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812494,1528812504,42,28.4923238,77.145802,13,0,1,,,,,,,,13328,3820,42,,83,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812502,1528812519,42,28.4919286,77.1448746,13,0,1,,,,,,,,13342,3820,42,,83,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812510,1528812519,42,28.49158,77.1438736,13,0,1,,,,,,,,13336,3820,42,,83,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812517,1528812532,42,28.4912568,77.1429105,12,0,1,,,,,,,,13346,3820,42,,83,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812524,1528812532,42,28.4908241,77.1418365,14,0,1,,,,,,,,13344,3820,42,,83,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812530,1528812532,42,28.4903718,77.1409501,14,0,1,,,,,,,,13337,3820,42,,83,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812537,1528812541,42,28.4898735,77.1399646,13,0,1,,,,,,,,13329,3820,42,,83,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812544,1528812556,42,28.4894131,77.1390435,14,0,1,,,,,,,,13295,3820,42,,83,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812552,1528812556,42,28.4889631,77.1381068,14,0,1,,,,,,,,13313,3820,42,,83,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812560,1528812571,42,28.4885408,77.1371643,13,0,1,,,,,,,,13317,3820,42,,83,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812568,1528812571,42,28.4880621,77.1361781,14,0,1,,,,,,,,13312,3820,42,,83,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812588,1528812591,42,28.4875426,77.1351198,14,0,1,,,,,,,,13254,3820,42,,83,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812613,1528812617,42,28.4870473,77.1341813,13,0,1,,,,,,,,13336,3820,42,,83,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812622,1528812635,42,28.4865063,77.1332475,13,0,1,,,,,,,,13340,3820,42,,83,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812630,1528812635,42,28.4858231,77.1323925,14,0,1,,,,,,,,13343,3820,42,,83,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812637,1528812648,42,28.4851021,77.13157,14,0,1,,,,,,,,13335,3820,42,,83,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812643,1528812648,42,28.4844345,77.1307973,13,0,1,,,,,,,,13342,3820,42,,83,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812649,1528812660,42,28.4837693,77.1299536,13,0,1,,,,,,,,13342,3820,42,,83,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812655,1528812660,42,28.4831861,77.1291453,13,0,1,,,,,,,,13333,3820,42,,83,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
1528812661,1528812676,42,28.4825706,77.128353,10,0,1,,,,,,,,13333,3820,42,,83,1137,,,,,,,,,,,1,,,0,,,,,,,,,,,,
